previous_gpa,attendance_rate,study_hours,assignment_average,test_average,library_visits,class_participation,predicted_gpa,risk_level
4.61,81.2,13.8,94.5,76.5,5,8.4,4.96,LOW
1.49,87.2,6.4,36.7,36.4,8,9.8,2.84,HIGH
3.22,75.1,1.8,47.2,74.0,1,7.2,3.51,LOW
3.0,71.3,13.3,59.2,79.0,8,5.8,3.5,MEDIUM
4.87,89.4,14.0,73.1,100.0,6,10.0,5.0,LOW
2.57,75.2,21.0,64.6,70.5,9,8.7,4.37,LOW
0.98,58.8,0.0,24.5,23.7,0,8.4,1.91,HIGH
3.76,100.0,12.7,60.9,92.4,7,10.0,4.58,LOW
4.63,60.6,17.5,91.1,74.0,12,4.4,4.91,MEDIUM
4.6,76.5,9.5,83.6,62.6,7,8.2,4.36,MEDIUM
1.94,83.1,2.4,49.4,46.6,0,7.7,2.98,HIGH
2.56,85.3,6.5,52.3,71.6,0,6.6,3.58,LOW
3.99,80.7,12.2,86.4,81.8,6,4.5,4.49,LOW
1.68,30.9,9.1,36.2,40.6,2,7.6,2.47,HIGH
3.47,66.8,13.8,51.4,70.1,6,5.6,3.98,MEDIUM
2.45,82.7,19.7,40.9,58.7,12,8.0,3.54,MEDIUM
2.06,76.3,9.6,50.2,48.6,4,8.1,3.08,HIGH
2.85,86.2,19.3,51.2,54.4,15,8.8,3.82,MEDIUM
1.46,94.3,11.3,49.7,29.6,4,4.4,2.65,HIGH
4.43,86.1,14.0,69.7,81.3,7,8.3,4.93,LOW
2.6,66.3,11.3,64.3,53.0,10,10.0,3.63,MEDIUM
2.55,69.4,14.2,48.9,53.7,11,6.5,3.63,MEDIUM
1.19,100.0,15.2,46.0,47.2,11,10.0,3.0,HIGH
2.72,75.1,15.9,60.9,53.2,8,7.6,3.75,MEDIUM
1.45,76.5,12.0,38.7,35.8,9,6.9,2.91,HIGH
1.19,86.2,0.0,39.5,36.9,4,8.9,2.55,HIGH
2.02,97.8,15.6,57.6,77.8,11,9.9,3.79,LOW
0.85,63.6,0.2,27.3,16.9,1,6.4,1.47,HIGH
1.42,70.1,8.4,17.5,51.0,7,5.8,2.67,MEDIUM
3.23,52.3,0.0,75.5,59.7,1,2.5,3.13,HIGH
2.33,73.3,22.2,47.3,49.9,14,8.4,3.46,HIGH
1.92,87.1,14.5,69.4,29.1,9,8.9,3.3,HIGH
3.25,72.2,10.0,57.8,86.1,2,10.0,4.05,MEDIUM
3.6,100.0,20.5,65.2,71.1,10,9.9,4.96,LOW
3.6,79.9,15.2,76.4,76.3,15,5.0,4.11,LOW
4.28,76.4,12.7,86.9,60.0,2,8.3,4.58,MEDIUM
2.27,72.4,14.4,53.2,42.0,13,7.4,3.62,HIGH
3.1,56.2,9.7,55.8,66.3,8,4.8,3.69,HIGH
3.18,76.6,4.6,51.1,60.6,4,8.9,4.09,MEDIUM
2.13,83.7,17.8,40.1,53.1,5,9.4,3.33,MEDIUM
4.09,76.1,11.6,61.1,100.0,7,5.2,4.73,LOW
4.32,81.7,1.4,100.0,84.5,0,7.2,4.64,LOW
1.09,67.3,15.0,21.0,27.8,13,8.9,2.35,HIGH
3.54,58.1,12.2,65.2,59.7,6,3.8,3.23,HIGH
4.43,76.3,22.2,88.4,70.8,12,7.3,4.87,LOW
2.19,81.5,13.6,47.9,43.6,9,8.6,3.55,HIGH
3.26,75.3,4.9,58.0,59.0,2,5.2,3.18,MEDIUM
3.32,81.3,1.3,63.3,65.9,5,7.9,4.23,LOW
2.52,90.4,19.6,46.7,59.6,10,8.8,3.95,MEDIUM
3.26,90.4,11.6,61.3,68.8,2,8.4,3.86,LOW
3.51,91.7,6.8,71.6,68.7,5,6.1,4.19,LOW
4.71,94.1,7.7,75.2,86.3,8,9.4,5.0,LOW
3.38,86.0,19.8,76.4,95.7,16,7.4,4.79,LOW
4.72,83.7,14.8,86.5,75.4,11,10.0,5.0,LOW
2.28,100.0,18.6,43.4,49.5,14,10.0,4.2,HIGH
3.18,90.5,13.5,59.5,41.1,10,7.5,3.76,HIGH
3.14,64.5,7.0,73.7,57.3,2,5.7,3.53,MEDIUM
3.76,48.2,22.7,79.6,59.9,11,5.1,4.4,HIGH
2.25,74.1,9.7,51.1,40.7,0,6.6,2.97,HIGH
4.55,88.0,16.8,77.2,67.4,9,5.8,4.91,LOW
3.39,93.3,18.5,71.6,49.3,13,9.9,4.3,HIGH
2.3,58.0,12.0,49.7,51.7,3,6.9,2.92,HIGH
1.66,89.7,5.3,57.4,49.8,8,10.0,3.35,HIGH
1.69,96.2,7.9,40.0,32.4,5,10.0,2.78,HIGH
1.49,87.7,16.1,54.2,14.5,7,7.1,2.91,HIGH
1.61,84.7,15.2,41.1,41.9,4,10.0,2.9,HIGH
4.07,75.9,19.8,65.6,80.6,16,5.3,4.73,LOW
1.16,70.6,18.8,65.4,42.4,14,7.8,3.42,HIGH
3.31,90.6,6.3,50.1,52.0,3,7.6,3.27,MEDIUM
1.72,87.3,20.7,21.1,34.8,15,9.6,3.04,HIGH
2.86,72.8,5.8,37.2,44.8,4,4.3,2.59,HIGH
2.78,100.0,15.6,84.1,48.1,7,10.0,4.15,HIGH
2.2,53.8,26.5,69.2,39.3,13,3.8,3.42,HIGH
2.78,74.3,13.9,58.1,50.8,8,8.4,3.57,MEDIUM
3.16,65.7,1.3,66.8,59.2,1,7.3,3.05,MEDIUM
3.1,84.1,10.0,64.0,62.8,7,9.2,4.17,MEDIUM
3.8,46.8,25.0,54.3,61.1,19,4.8,3.76,HIGH
1.64,98.3,10.8,54.2,39.3,14,7.5,3.46,HIGH
3.3,94.1,20.0,77.8,53.4,8,10.0,4.29,MEDIUM
3.5,82.3,6.3,55.3,46.0,6,8.0,3.51,HIGH
3.42,73.0,9.9,69.6,72.4,7,7.0,4.08,MEDIUM
1.69,89.5,10.7,39.6,33.7,8,10.0,3.23,HIGH
3.98,83.3,23.7,72.5,52.9,12,6.5,4.89,MEDIUM
1.91,93.2,10.2,36.9,51.5,8,9.2,3.2,MEDIUM
3.99,76.0,0.7,73.7,70.8,0,7.9,3.81,LOW
3.02,75.1,26.3,55.0,65.7,20,7.0,4.32,LOW
3.08,95.2,13.4,71.9,66.2,9,10.0,4.08,LOW
2.24,88.1,15.9,48.4,36.3,12,7.7,3.54,HIGH
4.31,75.2,2.4,72.8,89.5,0,7.4,4.49,LOW
1.46,83.9,13.5,36.7,16.5,6,8.7,2.89,HIGH
4.03,81.0,12.1,74.1,69.7,3,10.0,4.7,LOW
1.07,85.5,6.2,29.3,27.5,9,10.0,2.54,HIGH
3.7,98.3,16.0,77.3,60.5,6,10.0,4.6,MEDIUM
3.36,72.4,1.8,62.7,79.8,2,9.6,3.76,MEDIUM
2.21,67.7,6.2,42.5,52.6,4,5.3,2.72,MEDIUM
0.69,82.4,19.3,11.8,10.8,13,10.0,2.28,HIGH
1.44,69.4,7.6,36.5,23.0,1,6.5,2.05,HIGH
1.9,63.4,9.0,56.0,70.5,9,6.3,3.22,MEDIUM
4.62,93.9,12.5,83.1,77.0,12,10.0,5.0,LOW
3.1,73.4,9.8,56.5,51.9,4,9.0,3.74,MEDIUM
2.51,48.1,16.1,45.1,67.1,9,4.5,3.25,HIGH
4.32,91.6,13.1,62.6,57.2,10,5.1,4.56,MEDIUM
3.7,71.0,3.0,82.3,86.5,4,8.4,4.26,MEDIUM
2.06,87.2,7.6,50.8,37.3,2,6.9,2.77,HIGH
1.95,95.3,6.9,52.0,51.5,7,10.0,3.53,MEDIUM
2.48,81.0,9.2,54.8,47.0,11,9.6,3.5,HIGH
3.48,45.4,12.7,59.2,47.8,12,4.9,3.41,HIGH
1.02,46.6,13.8,27.2,34.5,10,6.5,2.11,HIGH
4.13,67.2,0.0,72.0,87.2,4,5.7,4.17,MEDIUM
3.44,77.1,18.2,62.4,37.9,9,10.0,3.9,HIGH
2.9,97.2,11.5,54.4,44.7,4,10.0,3.86,HIGH
2.09,82.7,5.3,57.4,62.2,4,7.9,3.51,MEDIUM
2.91,100.0,17.7,78.9,63.5,17,10.0,4.51,MEDIUM
2.47,54.1,0.0,43.3,58.1,0,4.1,3.1,HIGH
2.16,79.9,2.5,45.7,59.4,4,3.8,2.87,MEDIUM
1.06,70.9,24.8,33.1,38.5,15,4.6,2.78,HIGH
4.33,81.8,12.9,70.1,80.4,7,10.0,4.44,LOW
3.59,100.0,7.6,69.4,81.7,10,10.0,4.61,LOW
3.25,100.0,12.7,67.3,58.8,13,10.0,4.32,MEDIUM
4.0,78.9,10.9,74.3,73.9,15,9.7,4.64,LOW
2.87,91.8,12.2,64.3,68.1,5,9.8,4.29,LOW
2.75,81.4,14.9,56.3,47.3,10,7.6,4.0,HIGH
1.18,60.8,10.8,4.0,51.6,7,5.2,2.43,MEDIUM
2.03,78.2,14.1,35.9,50.0,7,5.5,3.04,HIGH
3.38,69.9,11.1,80.1,51.6,5,4.9,3.83,MEDIUM
3.82,77.0,7.1,77.5,69.1,6,8.0,4.57,LOW
1.59,64.4,5.4,10.4,23.6,3,6.1,1.78,HIGH
4.95,80.5,19.9,74.2,88.4,9,9.0,5.0,LOW
3.81,82.9,15.9,79.4,66.8,10,8.1,4.37,LOW
1.79,89.3,18.2,36.1,32.7,7,6.8,3.24,HIGH
2.37,83.0,12.0,23.6,29.8,6,8.8,2.91,HIGH
3.85,100.0,13.4,83.3,62.4,9,10.0,4.55,MEDIUM
4.34,100.0,10.9,87.3,76.6,7,10.0,4.9,LOW
1.85,71.5,18.9,34.4,39.4,10,7.5,2.91,HIGH
2.87,93.5,9.9,70.5,41.2,12,10.0,4.11,HIGH
4.26,100.0,6.1,71.0,77.9,9,7.6,4.97,LOW
2.0,93.9,15.1,38.8,34.2,9,7.5,3.09,HIGH
4.28,89.5,11.1,74.3,89.0,4,5.5,4.53,LOW
1.9,48.9,13.5,24.6,57.5,11,5.1,3.14,HIGH
2.94,69.1,16.3,63.3,56.1,17,3.0,3.89,MEDIUM
2.86,71.4,8.5,63.1,76.9,10,7.6,3.74,MEDIUM
3.66,100.0,10.7,65.3,67.5,3,9.9,4.47,LOW
1.63,66.3,10.1,46.4,25.2,6,5.5,2.43,HIGH
4.03,76.6,19.7,59.5,88.6,9,8.6,4.45,LOW
3.08,91.4,12.1,68.1,80.5,5,9.7,4.28,LOW
4.03,65.6,12.9,78.8,86.4,11,9.8,4.43,MEDIUM
2.57,82.5,5.1,46.6,44.8,7,9.5,3.21,HIGH
2.77,80.4,16.4,60.7,41.9,15,7.9,3.67,HIGH
3.78,92.0,14.6,62.9,66.7,11,4.6,4.21,LOW
3.65,88.5,7.0,80.8,98.8,5,10.0,4.95,LOW
3.25,88.0,23.5,69.0,49.4,14,10.0,4.46,HIGH
1.78,81.2,14.0,45.3,52.7,6,10.0,3.16,MEDIUM
2.41,51.2,8.3,46.5,50.6,10,0.5,2.83,HIGH
3.61,80.2,12.0,76.9,79.9,5,8.4,4.71,LOW
2.46,78.9,9.8,63.9,37.3,5,9.2,3.21,HIGH
1.4,90.3,21.3,52.1,34.7,11,10.0,3.06,HIGH
3.57,71.2,17.6,63.1,57.3,1,8.3,3.76,MEDIUM
3.33,78.7,14.7,73.1,54.5,11,8.0,4.19,MEDIUM
2.45,79.2,22.3,65.7,61.2,10,5.9,4.17,MEDIUM
1.26,66.6,5.8,31.4,22.2,6,6.4,2.32,HIGH
4.79,59.5,16.7,100.0,88.6,8,6.7,5.0,HIGH
3.18,84.1,15.3,64.3,63.2,8,10.0,3.74,MEDIUM
3.33,94.1,10.6,54.7,53.2,3,6.2,3.63,MEDIUM
2.9,68.0,10.6,51.4,49.8,11,7.4,3.26,HIGH
1.94,74.5,17.5,29.7,49.2,15,4.5,3.18,HIGH
3.45,91.3,17.1,66.3,66.0,13,9.7,4.46,LOW
1.43,92.8,3.5,34.8,38.4,4,7.0,2.05,HIGH
3.23,81.7,22.9,65.3,60.4,13,5.3,4.34,MEDIUM
4.55,84.6,18.9,96.8,78.1,14,10.0,5.0,LOW
3.34,86.5,10.3,65.0,64.5,6,5.9,4.39,MEDIUM
2.04,89.4,7.3,42.9,63.8,9,7.7,3.42,MEDIUM
1.58,60.9,18.7,36.7,46.5,8,6.0,2.95,HIGH
2.6,100.0,15.0,35.5,52.9,12,5.8,3.39,MEDIUM
2.82,82.4,16.3,64.2,44.5,14,9.8,3.59,HIGH
4.52,89.7,15.4,81.4,76.3,6,7.6,5.0,LOW
3.36,65.8,19.3,66.2,54.0,9,4.5,3.96,MEDIUM
3.5,75.0,17.1,65.6,57.5,10,9.4,4.44,MEDIUM
1.96,84.0,8.8,45.6,22.9,7,5.7,2.72,HIGH
2.62,49.1,8.4,41.1,54.5,4,5.8,3.41,HIGH
3.8,63.6,14.1,72.0,96.0,9,6.4,4.58,MEDIUM
0.69,66.4,25.7,19.3,30.0,8,6.8,2.21,HIGH
0.97,57.5,11.1,29.9,40.3,9,5.6,2.21,HIGH
0.79,79.7,14.2,16.7,40.6,11,8.2,2.19,HIGH
2.34,76.8,17.4,54.9,47.3,15,3.1,3.21,HIGH
4.03,100.0,9.5,75.6,71.8,8,8.3,4.59,LOW
1.78,60.1,16.8,28.7,26.1,9,4.2,2.77,HIGH
1.95,81.8,12.1,53.7,47.6,4,10.0,3.3,HIGH
2.47,63.9,19.5,46.9,53.2,9,6.7,3.62,MEDIUM
2.45,50.5,6.3,48.2,42.1,4,5.1,2.72,HIGH
2.65,87.4,25.9,62.7,68.9,12,10.0,4.15,LOW
1.82,88.7,10.1,53.0,34.1,4,4.8,3.03,HIGH
1.58,86.8,15.1,34.0,74.2,9,10.0,3.32,LOW
4.77,56.9,12.0,87.7,89.6,3,5.7,4.63,HIGH
1.03,79.3,5.5,37.2,32.1,1,6.4,2.7,HIGH
3.61,87.6,17.0,81.8,91.8,11,7.7,4.99,LOW
4.44,93.2,10.4,82.4,52.7,8,8.3,4.44,MEDIUM
4.08,88.1,15.2,80.9,71.7,12,10.0,5.0,LOW
1.52,93.4,7.2,28.6,34.0,6,9.8,2.6,HIGH
4.29,95.1,10.4,64.2,75.8,7,10.0,4.37,LOW
1.22,79.7,10.2,38.8,37.8,9,6.5,2.88,HIGH
2.22,86.0,15.3,40.2,46.6,10,8.8,3.47,HIGH
2.9,94.0,13.8,49.3,75.4,6,10.0,4.08,LOW
1.58,84.2,10.9,45.1,45.3,5,10.0,2.75,HIGH
2.95,97.2,9.8,57.7,65.1,11,7.0,3.94,LOW
2.04,92.0,13.9,47.9,52.1,18,10.0,3.73,MEDIUM
4.6,67.9,13.2,71.2,67.0,10,6.5,4.25,MEDIUM
3.08,57.1,12.8,52.2,63.6,5,6.4,3.53,HIGH
4.1,78.3,23.8,92.8,78.2,19,6.8,5.0,LOW
4.69,59.1,15.3,78.8,70.2,8,9.0,4.7,HIGH
3.24,79.3,23.5,61.6,74.1,15,8.5,4.58,LOW
4.58,77.9,11.6,86.1,57.7,7,6.6,4.45,MEDIUM
3.77,98.8,11.7,60.8,100.0,8,8.9,4.62,LOW
3.8,86.1,9.0,85.5,70.8,5,10.0,4.44,LOW
3.02,93.6,13.8,60.4,50.0,12,10.0,4.27,MEDIUM
1.26,70.2,10.0,31.6,43.1,6,7.2,2.54,HIGH
2.6,100.0,9.2,64.6,61.8,8,9.2,3.93,MEDIUM
1.69,92.3,0.6,49.5,66.2,4,10.0,3.17,LOW
4.0,84.8,20.8,94.7,95.5,12,7.4,4.98,LOW
2.02,49.1,9.7,41.0,30.4,2,3.8,2.62,HIGH
3.17,96.9,20.8,84.5,59.1,9,10.0,4.54,MEDIUM
3.72,100.0,11.4,77.2,59.1,9,10.0,4.44,MEDIUM
1.86,78.2,15.9,59.8,53.0,10,7.7,3.46,MEDIUM
2.81,78.5,12.4,67.0,74.3,5,7.0,3.83,LOW
2.33,69.7,14.5,43.5,34.8,9,6.6,3.12,HIGH
3.02,51.9,5.9,52.0,59.5,5,7.7,3.17,HIGH
1.8,69.0,19.1,23.9,35.6,13,8.6,2.93,HIGH
4.71,100.0,9.8,65.5,94.1,12,8.7,5.0,LOW
3.54,95.3,17.6,62.0,72.5,3,8.9,4.8,LOW
4.79,65.6,3.2,99.5,99.2,7,3.9,5.0,MEDIUM
3.77,68.7,7.5,66.6,65.8,6,7.4,4.16,MEDIUM
2.78,100.0,14.2,50.0,55.5,6,2.1,3.58,MEDIUM
3.99,61.7,11.0,81.8,78.6,8,3.1,4.4,MEDIUM
4.08,66.6,14.7,67.6,71.9,13,6.8,4.55,MEDIUM
3.79,71.1,13.2,90.2,74.6,13,1.9,4.27,MEDIUM
2.93,56.3,23.0,56.3,74.3,10,10.0,3.72,HIGH
1.9,69.4,15.2,52.8,70.2,7,5.2,2.96,MEDIUM
4.31,69.6,9.4,77.7,72.5,2,7.9,4.36,MEDIUM
4.05,63.6,9.6,76.0,100.0,7,8.9,4.56,MEDIUM
2.64,99.2,19.2,65.9,49.0,12,10.0,4.02,HIGH
1.63,59.3,2.8,41.7,51.2,6,5.9,2.42,HIGH
3.96,75.7,15.4,89.3,67.5,11,6.4,4.41,LOW
2.04,64.0,5.3,37.7,34.2,7,3.8,2.63,HIGH
2.48,74.6,18.7,39.2,67.4,7,6.5,2.95,MEDIUM
4.02,63.2,9.4,57.8,73.7,11,6.5,4.23,MEDIUM
1.66,79.2,15.2,52.5,56.7,13,7.9,3.34,MEDIUM
1.07,83.1,12.2,40.1,42.1,6,6.4,2.99,HIGH
1.0,100.0,3.7,27.3,36.9,1,10.0,2.61,HIGH
3.89,68.6,15.8,76.3,79.1,12,4.0,4.07,MEDIUM
3.83,100.0,7.7,83.2,84.7,1,10.0,4.38,LOW
2.9,65.1,16.8,56.6,69.7,8,8.2,3.62,MEDIUM
4.03,74.2,6.0,57.8,69.5,1,7.9,4.07,MEDIUM
2.45,100.0,13.5,34.2,57.3,8,10.0,3.33,MEDIUM
2.66,100.0,12.2,43.9,73.2,6,10.0,4.0,LOW
2.44,100.0,8.4,52.6,52.7,3,10.0,3.76,MEDIUM
0.84,74.4,20.3,18.1,23.8,9,2.1,2.02,HIGH
2.45,86.2,12.2,62.2,44.9,6,10.0,3.44,HIGH
1.55,88.9,9.5,25.6,49.9,3,10.0,2.49,HIGH
1.86,83.5,13.8,36.0,41.2,10,9.4,3.45,HIGH
3.79,61.9,3.3,53.7,75.5,7,7.4,4.22,MEDIUM
0.73,81.8,26.7,21.5,24.8,16,7.2,2.89,HIGH
2.29,69.9,5.5,49.4,64.1,8,8.5,3.28,MEDIUM
2.22,62.5,15.3,59.0,50.8,7,9.8,3.39,MEDIUM
3.21,73.0,12.4,64.4,80.1,5,3.5,4.06,MEDIUM
1.63,83.0,19.1,46.8,57.5,12,10.0,3.55,MEDIUM
3.36,94.0,13.1,75.4,64.0,10,9.1,3.79,MEDIUM
1.87,73.9,8.2,47.0,60.2,6,6.1,3.27,MEDIUM
3.85,76.7,0.9,63.7,67.8,2,5.3,4.07,LOW
3.22,90.9,1.3,67.3,66.2,0,9.8,4.14,LOW
3.23,79.1,10.6,78.4,53.9,0,10.0,4.06,MEDIUM
1.97,84.1,20.2,41.4,52.7,13,7.6,3.67,MEDIUM
1.45,79.2,2.0,42.3,41.9,5,9.3,2.43,HIGH
2.52,81.2,23.1,58.1,59.5,12,8.1,3.94,MEDIUM
3.94,60.7,18.5,70.4,56.9,9,2.8,3.86,MEDIUM
2.02,80.0,3.9,54.7,22.5,1,7.6,3.01,HIGH
4.0,100.0,5.5,71.2,60.5,3,8.7,4.38,MEDIUM
3.95,80.7,6.1,78.8,79.3,8,6.0,4.38,LOW
1.89,64.7,13.8,41.0,52.6,6,5.6,2.74,MEDIUM
3.24,100.0,11.7,64.0,76.9,9,9.4,4.23,LOW
4.42,89.5,11.4,90.6,75.0,6,10.0,4.74,LOW
2.15,90.3,9.0,27.7,50.5,0,9.1,3.23,MEDIUM
3.5,89.8,13.1,73.7,58.6,7,6.2,4.3,MEDIUM
1.41,60.0,17.0,43.2,54.1,15,8.4,3.12,HIGH
3.05,88.4,11.2,55.0,52.2,5,9.6,3.97,MEDIUM
2.09,100.0,8.0,46.0,61.3,5,10.0,3.4,MEDIUM
3.46,70.3,18.0,57.2,63.5,11,8.8,3.76,MEDIUM
4.29,47.1,10.7,71.3,96.9,7,4.7,4.49,HIGH
2.81,83.8,15.3,59.8,59.5,14,7.3,3.93,MEDIUM
2.64,78.5,11.4,80.9,56.9,5,8.5,4.01,MEDIUM
1.64,53.2,18.5,46.2,31.9,11,6.6,2.83,HIGH
4.41,87.7,19.4,72.7,100.0,13,9.5,5.0,LOW
4.79,86.5,19.2,94.7,97.0,9,10.0,5.0,LOW
3.13,54.5,8.7,67.7,67.9,6,5.7,3.9,HIGH
4.71,100.0,8.6,68.3,86.8,9,8.0,4.94,LOW
3.8,90.0,17.2,68.9,63.3,9,7.7,4.62,MEDIUM
0.59,47.8,11.6,22.5,34.4,7,7.5,2.02,HIGH
1.53,91.1,11.8,39.1,38.6,4,9.2,2.63,HIGH
2.34,90.6,7.8,49.9,51.5,8,6.8,3.13,MEDIUM
3.44,100.0,20.5,68.1,76.9,12,7.6,4.69,LOW
0.84,68.0,18.2,18.3,33.2,9,4.1,2.12,HIGH
3.47,91.3,11.3,63.7,66.7,6,10.0,4.09,LOW
4.3,74.2,8.1,76.8,95.4,6,8.0,4.95,MEDIUM
2.69,69.1,7.9,66.9,45.8,6,10.0,3.2,HIGH
3.13,64.2,12.8,54.9,41.9,6,7.6,3.4,HIGH
3.38,47.5,14.3,63.3,55.8,7,6.0,3.42,HIGH
3.18,86.6,6.8,59.1,64.3,4,10.0,4.24,MEDIUM
2.18,73.6,4.5,63.6,56.8,4,5.4,3.69,MEDIUM
3.71,34.3,12.5,77.3,61.0,13,0.4,3.55,HIGH
2.46,79.2,17.2,42.5,96.6,8,9.0,4.23,LOW
3.28,96.5,12.4,68.2,66.1,3,9.2,4.5,LOW
2.76,57.1,10.5,46.3,58.5,11,6.3,3.51,HIGH
2.2,66.6,5.2,50.6,33.3,1,9.1,2.98,HIGH
3.21,85.1,8.2,76.8,45.6,10,10.0,3.65,HIGH
4.24,37.1,17.3,59.0,55.9,14,6.7,4.18,HIGH
1.11,69.5,4.5,21.6,50.0,5,5.1,2.34,HIGH
2.96,83.5,22.6,61.0,74.0,16,10.0,4.42,LOW
1.28,69.0,12.5,30.3,35.9,2,5.4,2.35,HIGH
1.08,57.2,2.5,33.3,18.5,0,9.1,1.97,HIGH
1.69,58.0,15.0,39.5,38.3,10,6.7,2.69,HIGH
4.41,52.2,14.7,64.4,96.8,8,6.2,4.47,HIGH
3.07,67.9,9.4,67.3,54.9,4,5.6,3.36,MEDIUM
2.36,94.9,17.6,37.1,40.3,13,8.4,3.62,HIGH
2.32,100.0,8.3,51.9,45.9,6,10.0,3.51,HIGH
3.75,78.6,15.8,66.7,67.0,13,10.0,4.32,LOW
3.21,90.3,11.8,87.2,71.9,6,10.0,4.51,LOW
2.18,62.9,10.3,46.5,22.0,7,7.0,2.72,HIGH
1.41,44.5,20.1,39.7,39.8,16,3.6,2.7,HIGH
1.72,100.0,17.9,46.3,33.7,7,10.0,3.33,HIGH
4.5,68.5,5.4,85.9,74.6,4,9.4,4.68,MEDIUM
3.24,89.5,14.3,63.4,72.5,6,9.4,4.23,LOW
2.39,80.5,23.4,40.9,35.8,18,7.3,3.47,HIGH
3.54,93.9,20.2,67.0,69.8,19,10.0,4.83,LOW
3.78,93.3,6.5,53.1,76.7,5,8.8,4.35,LOW
2.29,82.4,21.6,54.2,57.0,14,7.5,4.04,MEDIUM
2.4,84.2,17.6,80.2,60.0,10,8.3,4.25,MEDIUM
2.76,97.4,5.7,58.1,63.5,4,10.0,3.85,MEDIUM
4.09,71.4,13.2,79.7,83.9,8,6.7,4.32,MEDIUM
4.43,100.0,14.9,65.9,69.4,5,9.9,4.95,LOW
2.94,66.7,5.5,51.0,75.6,6,7.0,3.7,MEDIUM
4.22,79.2,16.2,87.2,62.9,7,7.2,4.66,MEDIUM
0.68,88.1,26.6,10.8,32.0,14,10.0,2.91,HIGH
2.04,51.9,20.2,38.3,38.4,12,8.9,2.94,HIGH
4.27,100.0,13.0,84.8,57.2,6,9.4,4.44,MEDIUM
2.96,85.6,10.3,67.5,52.6,8,7.0,3.63,MEDIUM
3.48,100.0,14.0,66.1,65.3,7,9.1,3.83,LOW
2.61,100.0,6.1,55.4,71.2,8,10.0,4.05,LOW
3.34,77.8,9.1,66.3,86.5,3,7.6,4.17,LOW
3.21,100.0,0.2,50.7,61.3,1,7.4,3.85,MEDIUM
3.82,91.6,14.6,71.5,54.8,6,8.8,4.51,MEDIUM
1.66,81.7,10.0,42.3,25.6,9,9.0,2.73,HIGH
1.27,51.5,15.7,33.1,45.0,8,7.1,2.38,HIGH
1.48,55.2,12.7,18.0,47.3,6,9.0,2.37,HIGH
4.14,78.1,5.9,92.5,68.7,4,6.9,4.82,LOW
1.1,70.1,13.2,20.5,19.3,8,5.8,2.1,HIGH
2.53,81.6,7.7,53.7,65.3,7,7.7,3.53,LOW
2.15,100.0,21.9,50.4,33.3,14,8.1,3.69,HIGH
4.0,91.8,6.9,70.4,68.6,5,7.8,4.05,LOW
2.91,66.9,9.2,61.1,64.4,6,5.3,3.48,MEDIUM
3.75,92.8,5.9,63.5,46.5,0,9.9,3.78,HIGH
0.84,63.4,5.4,49.1,41.2,3,4.7,2.04,HIGH
1.88,59.7,12.2,40.5,72.8,12,7.6,3.21,HIGH
3.82,84.1,4.5,81.4,72.9,5,10.0,4.44,LOW
2.7,65.0,10.9,44.6,55.5,4,4.2,2.9,MEDIUM
2.43,67.7,14.6,58.7,52.5,8,4.2,3.25,MEDIUM
2.8,93.9,9.5,49.8,59.9,4,8.3,3.73,MEDIUM
3.09,88.5,0.0,47.4,52.5,5,8.0,3.56,MEDIUM
2.69,72.1,20.0,44.6,42.1,14,9.7,3.56,HIGH
1.36,52.0,13.6,26.9,32.8,6,5.1,2.29,HIGH
3.53,66.2,13.7,69.1,69.3,8,7.5,4.04,MEDIUM
3.96,100.0,10.6,100.0,61.4,3,10.0,5.0,MEDIUM
1.94,93.5,16.9,71.4,29.0,8,7.6,3.54,HIGH
2.47,100.0,17.6,48.8,47.3,9,9.5,3.65,HIGH
3.32,82.1,18.2,74.4,48.4,9,8.2,4.03,HIGH
4.41,72.4,13.6,68.7,87.8,9,8.0,4.81,MEDIUM
2.73,92.5,3.7,34.9,14.9,7,6.4,2.74,HIGH
2.89,98.5,14.4,58.6,44.4,9,8.7,3.5,HIGH
2.85,70.3,13.6,63.1,74.8,5,7.1,3.92,MEDIUM
2.86,66.6,8.7,65.7,55.3,6,5.8,3.41,MEDIUM
2.97,53.7,7.2,70.3,61.8,6,2.6,3.49,HIGH
3.12,66.2,15.3,58.5,60.2,9,5.2,3.72,MEDIUM
2.42,88.7,11.5,52.0,44.4,13,6.1,3.59,HIGH
4.9,68.5,9.7,96.7,99.8,7,9.6,5.0,MEDIUM
0.15,92.9,22.0,29.1,13.2,14,8.7,2.68,HIGH
2.33,100.0,16.0,40.9,40.7,3,9.9,3.4,HIGH
2.96,78.4,14.6,61.5,67.3,6,5.9,3.94,LOW
1.6,77.7,19.3,45.5,17.3,13,8.2,2.93,HIGH
4.04,86.8,14.0,77.1,71.2,9,10.0,4.78,LOW
1.9,68.8,7.8,37.2,38.3,4,5.0,2.29,HIGH
2.13,67.6,9.7,47.0,44.2,8,5.0,3.15,HIGH
3.56,68.1,16.4,73.7,62.0,12,5.8,3.69,MEDIUM
2.93,59.7,15.7,51.4,63.5,8,3.2,3.46,HIGH
4.42,92.4,14.7,69.3,93.1,7,10.0,4.73,LOW
2.91,70.1,5.2,79.3,64.3,3,8.5,3.63,MEDIUM
4.74,95.8,16.9,88.0,80.4,11,6.7,5.0,LOW
